intervener,target,start,end,source,direction,type,amount,air,naval,size_naval,firing_outside,intervener_casualties,target casualties,domestic_dispute,affect_policies,social_protective,pursuit_border,economic,strategic,humanitarian,territorial,military/diplomatic,contiguity,int_contig,description
652,666,19731006,19740531,1,3,5,4,4,9,9,1,998,998,9,1,9,0,1,1,0,2,0,1,1,1973War-Butterw/Whet/Jessup
663,652,19731006,19731025,1,5,4,3,9,0,9,9,999,998,0,1,0,0,9,1,0,9,9,1,1,1973 War--Whetten
690,651,19731006,19731025,2,5,4,1,0,0,9,0,998,998,0,1,0,0,9,1,0,0,9,0,0,1973 War--Aker
731,651,19731006,19731025,2,5,0,0,4,0,9,0,0,998,0,1,0,0,9,1,0,0,9,0,0,1973 War--Whetten
600,651,19731008,19731025,1,5,4,2,9,0,9,0,0,998,0,1,0,0,9,1,0,0,9,0,0,1973 War--Aker/Whetten
645,652,19731010,19731025,1,5,5,4,9,0,9,0,1,998,0,1,0,0,9,1,0,0,9,1,1,1973 War--Whetten
666,652,19731010,19740623,1,3,5,9,4,5,9,1,998,998,0,1,0,0,9,1,0,1,1,1,1,1973 War--Monroe-Hockley
615,651,19731011,19731025,1,5,4,1,3,0,9,0,0,998,0,1,0,0,0,1,0,0,9,0,0,1973 War--Whetten
625,651,19731011,19731025,1,5,4,1,9,0,9,0,0,998,0,1,0,0,0,1,0,0,9,0,0,1973 War--Whetten
645,651,19731011,19731025,1,5,0,0,3,0,9,0,0,998,0,1,0,0,9,1,0,0,9,0,0,1973 War--Aker
690,652,19731011,19731025,1,5,5,1,9,0,9,0,999,998,0,1,0,0,9,1,0,0,9,0,0,1973 War--Whetten
666,651,19731014,19740118,1,3,5,4,4,5,9,9,998,998,0,1,0,0,1,1,0,1,1,1,1,1973 War--Whetten/Jessup
670,652,19731014,19761104,1,5,5,2,9,9,9,0,999,998,0,1,0,0,9,1,0,0,9,0,0,1973 War-Whetten/NYT/Kees/FoF
616,651,19731018,19731025,1,5,4,1,9,0,9,0,0,998,0,1,0,0,0,1,0,0,9,0,0,1973 War--Whetten
1,651,19731026,19790724,4,0,2,3,2,9,9,0,999,999,0,1,0,0,0,9,1,0,9,9,0,UNEF II-Riggs-P/UNYRBK/Blue Hl
1,666,19731026,19790724,4,0,2,3,2,9,9,0,999,999,0,1,0,0,0,9,1,0,9,9,0,UNEF II-Riggs-P/UNYRBK/Blue Hl
365,698,19731231,19731231,1,4,0,0,9,2,9,0,999,999,1,0,1,0,9,1,0,0,0,0,1,Transport S.Yem--Kaplan
365,645,19731231,19750305,1,2,9,9,4,9,9,9,999,999,1,0,1,9,9,1,0,9,0,0,0,Kurdish War--Kaplan
630,698,19731231,19790228,1,2,5,2,2,4,9,9,999,780,1,0,9,0,9,1,0,9,9,2,2,Dhofar-Jessp/NYT/Keesings/FoF
680,698,19731231,19760311,1,4,5,1,9,9,9,1,999,999,1,0,1,9,9,1,0,9,9,1,1,Dhofar Rebel.-Kaplan/Keesings
817,710,19740117,19741231,1,3,5,1,9,5,2,9,5,999,0,1,0,0,1,9,0,2,0,0,0,Paracels-Wash Post/Disp82
817,713,19740131,19741231,1,3,4,1,9,4,2,9,999,999,0,1,0,0,1,9,0,2,0,0,0,Spratly Is.--NYT
817,840,19740131,19741231,1,3,4,1,9,4,2,9,999,999,0,1,0,0,1,9,0,2,0,0,0,Spratly Is.--NYT
666,660,19740412,19820605,1,6,5,4,4,5,1,1,523,998,9,1,9,1,9,1,0,1,9,1,1,PLO-Jsp/FAf/MPD/Pgny/Ks/FoF
645,640,19740429,19740531,1,6,0,0,9,0,9,1,999,7,9,1,0,1,1,1,0,1,9,1,1,Kurdish Reb.--FoF
1,652,19740531,19881231,4,0,2,2,9,9,9,0,5,999,0,1,0,0,0,9,1,0,9,9,0,UNDOF--Riggs-Plano
433,420,19740710,19740724,1,3,4,1,9,0,9,9,999,999,0,1,9,9,9,9,9,9,9,1,1,Take Prisoners--FoF/ARB
200,352,19740716,19740722,1,0,0,0,1,1,9,0,0,0,0,0,0,0,9,9,1,0,1,0,0,Makarios coup-- Jessup
350,352,19740716,19741207,2,3,4,1,9,9,9,9,999,999,1,0,1,0,1,1,0,1,9,0,0,Coup-Butterw/Disp82/87/NYT/Ks.
640,352,19740717,19881231,1,4,5,4,4,5,2,1,999,999,1,0,1,0,9,1,9,9,9,1,1,Cyprus Invasion--Disputes 1982
2,352,19740722,19740724,1,0,0,0,2,1,9,0,0,0,0,1,0,0,9,1,1,0,9,0,0,Cyp. UNEP--NYT/Jessup
1,352,19740814,19881231,4,0,3,3,9,9,9,0,1,999,0,1,0,0,0,9,1,0,9,0,0,Cyp-Riggs/Disp82/Btrw/FoF/Rkye
432,439,19741125,19750624,1,3,5,1,9,9,9,1,999,4,0,1,1,0,1,0,0,2,0,1,1,Border--Disputes 82/NYT/ARB
663,698,19750228,19750930,1,1,5,2,2,0,9,0,999,999,1,0,9,0,9,1,0,0,9,0,0,Dhofar-Petrsn/Butterw/Halliday
490,235,19750331,19751110,1,4,5,2,0,0,9,9,999,999,1,0,9,1,1,1,0,9,9,1,1,Pro-FNLA-Hallett/Legum/LeoG
645,690,19750331,19770721,1,3,4,2,9,9,9,9,999,999,9,1,0,0,1,9,0,1,9,1,1,Border Disp.--Butterw/NYT
816,812,19750501,19881231,2,1,3,4,9,0,9,0,999,999,0,1,9,0,9,1,0,9,1,1,0,Defend Govt.--For. Aff./NYT
816,811,19750503,19771231,3,3,5,4,4,4,9,9,999,999,9,1,9,0,1,9,0,2,9,1,1,Border Disp-Keesings/Shawcross
811,816,19750504,19781224,1,3,5,1,4,5,1,1,998,998,0,1,9,0,9,9,0,2,0,1,1,Border Dispute--Keesings
2,800,19750514,19750515,1,5,2,2,2,9,9,0,0,0,0,0,0,0,9,9,1,0,1,0,0,Mayaguez Rescue--NYT
2,811,19750515,19750516,1,3,5,1,4,4,2,9,65,999,0,1,0,0,9,9,1,0,1,0,1,Mayaguez Rescue--NYT
40,235,19750601,19751110,1,4,5,2,9,2,1,9,999,999,1,0,9,0,0,1,9,0,0,0,1,MPLA-Legm/LeoGrande/Lago/Kapln
560,235,19750630,19751110,1,6,5,1,2,5,9,1,999,999,9,1,0,1,1,1,0,9,9,1,1,Occupy-Legum/AR/ARB/Hallett
600,230,19750701,19760226,1,2,5,9,4,0,0,9,40,200,1,0,9,0,1,1,0,2,0,1,1,Annex/Polisr-NYT/ARB/FoF/Kees
490,540,19750815,19760624,2,4,5,2,0,0,9,9,999,999,1,0,9,1,1,1,0,9,9,1,1,Ang-Kapln/Klnghof/LeoG/ACR/NYT
552,571,19750831,19801231,1,6,5,1,4,0,9,1,1,1,0,1,0,1,9,1,0,9,0,1,1,Disrupt Opponents--ARB/NYT
850,235,19750925,19760731,1,3,5,1,9,4,2,1,999,998,1,0,9,0,1,9,0,1,9,1,1,E.Timor-Zacher/Disp.82
710,750,19751020,19751104,1,3,5,1,9,0,9,0,0,4,9,1,9,9,9,9,0,2,9,1,1,Border Clash--NYT
40,540,19751110,19881231,3,1,5,4,2,9,9,9,5,998,1,0,9,0,0,1,9,0,9,0,1,Civ.War-Kaplan/Legum/LeoG/Lago
365,540,19751110,19881231,1,1,9,1,2,9,9,0,21,998,1,0,9,0,9,1,9,0,9,0,9,Transport/Adv.-Klinghoffer/NYT
560,540,19751110,19760327,3,3,5,2,2,5,9,1,43,999,1,0,9,1,1,1,9,9,0,1,1,Angola Civil War-Legum/ACR
750,749,19751117,19761231,1,4,9,9,0,0,9,1,3,10,1,0,9,0,9,1,9,9,9,1,1,Post-Coup--Wash. Post
800,812,19751117,19781231,1,3,9,9,4,4,1,1,4,3,9,1,9,9,0,1,0,1,1,1,1,River/Border--NYT/Keesings
812,800,19751117,19781231,1,3,9,9,0,9,9,1,3,4,9,1,0,9,0,1,0,1,1,1,1,River/Border--NYT/Keesings
438,540,19751131,19760331,1,1,4,1,9,9,9,0,0,999,1,0,9,0,0,1,9,0,9,0,9,Angola Token Force-Legum
435,230,19751210,19760226,1,2,5,9,9,0,9,9,50,80,9,1,9,1,1,1,0,2,0,1,1,Annex/Anti-Polis.-NYT/ARB/ACR
40,490,19760115,19760115,1,6,0,0,4,0,9,9,999,999,0,1,0,1,0,1,0,0,0,0,1,Bomb Town--ARB
615,230,19760122,19760226,1,4,5,1,3,0,0,9,200,40,1,0,9,0,1,1,0,2,0,1,1,Pro-Polisario--NYT/FoF
652,660,19760122,19881231,1,2,5,4,4,9,9,9,100,998,1,0,1,0,9,1,9,9,9,1,1,Leb Civ War-Jessup/NYT/Pogany
560,552,19760131,19791212,1,1,4,2,9,0,9,9,999,999,1,0,1,9,1,1,9,9,9,1,1,Smith Regime--NYT/ARB/Kees/FoF
160,200,19760204,19760204,1,3,0,0,0,4,1,0,0,0,0,1,0,0,1,9,0,1,9,0,0,Chase UK Ship-FoF/LTimes/R&E
220,520,19760204,19760204,1,6,0,0,0,0,9,1,1,12,0,1,0,1,0,9,1,1,9,1,1,Anti-Terror/Djib.-ACR/NYT/ARB
552,541,19760222,19791022,1,6,5,1,4,0,9,1,34,998,9,1,0,1,1,1,0,9,0,1,1,Zim. Revol (Moz)-NYT/ARB/Kees
500,501,19760401,19760430,1,3,5,1,0,0,9,9,999,999,9,1,9,9,1,9,0,1,9,1,1,Cattle Raid--ARB/NYT
560,540,19760505,19791231,1,6,5,2,4,9,9,1,400,998,1,0,0,1,1,1,0,1,1,1,1,Anti-SWAPO/Pro-UNITA-LT/NYT
619,660,19760610,19761026,4,0,3,2,9,9,9,0,6,998,1,0,9,0,9,1,9,9,9,9,1,Arab Force-Pogany/NYT/Fof/Kees
2,660,19760620,19760621,1,0,0,0,9,1,1,0,0,0,9,1,9,0,9,9,1,0,9,0,0,Leb Civ War Evac--NYT/FoF
560,551,19760630,19800430,1,6,4,1,4,0,9,9,999,4,9,1,0,1,9,1,0,9,0,1,1,Invade W. Zam.-SLPD/ARB
666,500,19760704,19760704,1,6,5,1,2,0,9,0,5,4,0,1,0,1,0,9,1,0,0,0,0,Entebbe Raid--Ofer/Stevenson
91,92,19760714,19760731,1,3,9,9,9,9,9,1,999,999,0,1,9,0,1,9,0,1,0,1,1,Border Flareup--Disp.82
92,91,19760714,19760731,1,3,9,9,9,9,9,1,999,999,0,1,9,0,1,9,0,1,0,1,1,Border Flareup--Disp.82
541,552,19760731,19761231,1,3,5,9,0,0,9,9,999,0,9,1,0,9,1,1,9,9,9,1,1,Retal. Zim War-Keesings
619,660,19761026,19820727,4,2,5,4,4,9,9,9,120,998,1,0,1,0,9,1,9,9,9,9,1,Arab Force--Pogany/FoF
811,800,19761122,19781224,1,3,5,1,0,5,1,1,50,35,9,1,0,1,1,1,0,2,0,1,1,Border Attacks--Keesings/NYT
220,600,19761231,19781231,1,2,9,9,4,0,9,0,999,999,1,0,9,9,9,1,0,9,9,0,9,Anti-Polisario-NYT/ACR
510,541,19761231,19791231,1,1,3,2,9,0,9,9,999,999,1,9,0,9,9,1,9,0,0,1,1,Anti-Reb (Moz)--A-H/Kees/ACR
800,820,19770114,19810331,1,2,5,2,3,0,9,9,31,119,1,0,0,1,9,1,0,9,9,1,1,Joint C-Insur--NYT/Kees./FoF
820,800,19770114,19810331,1,2,5,2,4,0,9,9,13,119,1,0,0,1,9,1,0,9,9,1,1,Joint C-Insur--NYT/Kees./FoF
438,434,19770119,19770228,1,1,4,1,9,9,9,9,0,0,1,0,9,0,9,9,9,0,9,0,0,Mercenary Raid--ARB/ACR
800,811,19770228,19781231,1,3,9,9,4,9,9,1,999,999,9,1,0,9,9,1,0,1,9,1,1,Border Shelling--NYT
600,490,19770408,19770531,1,1,5,2,2,0,9,0,999,999,1,0,9,0,9,1,0,0,0,0,0,Shaba I--NYT/ARB
220,490,19770416,19770531,1,1,0,0,2,0,9,0,999,999,1,0,9,0,1,1,0,0,9,0,9,Shaba I-ARB/NYT/Keesings
433,490,19770425,19770531,1,1,4,1,0,0,9,0,999,999,1,0,9,0,9,1,0,0,0,0,0,Shaba I--Nsweek
500,490,19770430,19770531,1,1,4,1,2,0,9,0,999,999,1,0,9,0,9,1,0,9,0,1,1,Shaba I--ARB/LTimes
552,551,19770431,19801231,1,3,5,1,4,0,9,1,1,998,9,1,0,1,1,1,0,9,9,1,1,Anti-Rebel-NYT/ACR/ARB/AR/Kees
651,490,19770502,19770530,1,1,0,0,3,0,9,0,999,999,1,0,9,0,9,1,0,0,0,0,0,Shaba I--NYT/ACR/Keesings
551,552,19770519,19770831,1,3,9,9,0,0,9,1,999,3,9,1,9,9,9,1,9,9,9,1,1,Retal. for Raids/Mines-NYT/AR
620,651,19770716,19770724,1,3,9,9,4,0,9,1,3,9,9,1,0,9,9,1,0,9,0,1,1,Lib-Egy Raids--NYT
520,530,19770717,19780331,1,3,5,4,4,0,9,9,998,998,9,1,9,9,9,1,0,1,0,1,1,Invade Ogaden-Jessup/NYT/ACR
600,435,19770718,19790810,1,2,5,3,2,0,9,9,999,999,1,0,9,1,1,1,0,1,9,0,0,Anti-Polisario-ACR/MacF
651,620,19770720,19770724,1,3,5,9,4,0,9,1,9,3,9,1,0,9,9,1,0,9,9,1,1,Lib-Egy Raids--NYT
220,483,19770731,19770731,1,1,0,0,2,0,9,0,0,999,1,0,9,0,9,1,0,0,9,0,1,Transport Chad Troops-NYT
530,520,19770901,19781231,1,3,0,0,4,0,9,9,999,999,0,1,0,1,9,1,0,1,1,1,1,Attack Base/Planes--NYT
40,530,19771031,19840630,1,1,5,4,5,9,9,0,999,998,9,1,0,0,0,1,9,0,0,0,0,Eth. Wars-Kapln-Legum/FAf/NYT
680,530,19771031,19780228,1,1,2,1,0,0,9,0,999,999,9,1,0,0,0,1,0,0,9,1,1,Somal War/Drivers-Kapln-Legum
220,435,19771212,19800530,1,2,9,9,4,0,9,0,999,999,1,0,9,9,9,1,1,9,9,0,1,Polis.-WldAlm/T&A/NYT/Hgs/Kees
365,530,19771231,19791231,1,1,2,1,3,9,9,9,1,998,9,1,0,0,0,1,9,0,9,0,1,Command/Copters-Kapln-Legum
770,620,19771231,99999999,1,1,9,9,3,0,9,0,999,999,9,1,0,0,1,9,0,0,9,0,0,Air Force Troops--NYT
770,695,19771231,19881231,1,1,9,9,3,9,9,0,999,999,9,1,0,0,1,9,0,0,9,0,0,Air Force Troops--NYT
816,811,19771231,19881231,1,3,5,4,4,4,2,1,998,998,1,0,1,0,1,1,1,1,9,1,1,Oust Govt--NYT/Kees./Shawcross
130,135,19780118,19780120,1,3,5,1,4,0,9,9,0,0,0,1,0,0,1,9,0,2,0,1,1,Border Dispute--NYT
365,40,19780213,99999999,1,1,9,9,3,0,0,0,0,0,0,1,0,0,9,1,0,0,9,0,0,Pilots during Ethio.--Kaplan
651,352,19780219,19780219,1,6,5,1,2,0,9,0,32,6,0,0,0,1,0,9,1,0,9,0,0,Commandos for Plane--NYT
1,660,19780322,19881231,4,1,2,3,2,0,9,0,97,999,9,1,9,0,9,1,9,0,9,9,0,UNIFIL--Pogany/NYT/UN
220,483,19780421,19800518,3,2,4,2,3,0,9,0,3,999,1,0,9,0,9,1,1,0,1,0,1,Oppose Rebel/Evac.-NYT/ARB
211,490,19780518,19780710,1,2,4,2,2,0,9,0,999,999,1,0,1,0,1,9,1,9,9,0,0,Shaba II--NYT
2,490,19780519,19790831,1,1,9,9,2,0,9,0,999,999,1,0,1,0,1,1,1,0,9,0,0,Shaba II--NYT/ACR
220,490,19780519,19780616,1,2,5,1,2,0,9,0,13,300,1,0,1,0,1,1,1,0,9,0,0,ShabaII-NYT/ACR/Keesings
200,490,19780531,19780531,1,2,0,0,1,0,9,0,999,0,9,1,9,0,9,9,1,0,9,0,0,Evac.Foreigners--ARB
600,490,19780603,19790831,1,1,4,2,0,0,9,0,999,999,1,0,1,0,9,1,1,0,9,0,0,Shaba II-NYT/ACR/ARB
433,490,19780607,19790814,1,1,4,1,0,0,9,0,999,999,1,0,1,0,9,1,1,0,9,0,0,Replace French/Bel--ARB
481,490,19780607,19790814,1,1,4,1,0,0,9,0,999,999,1,0,1,0,9,1,1,0,9,0,0,Replace French/Bel--ARB
461,490,19780631,19780720,1,1,4,1,9,0,9,0,999,999,1,0,1,0,9,1,1,0,9,0,0,Replace French/Bel--ARB
93,94,19780912,19790715,1,6,9,9,4,9,9,1,999,28,0,1,0,1,0,1,0,9,0,1,1,Sandan. Revol-- Newsw/LTimes
95,94,19780914,19791231,1,1,9,9,3,0,9,0,999,999,0,1,0,0,9,1,9,9,9,1,1,Anti-Somoza--Keesings/Newswk
101,94,19780914,19791231,1,1,9,9,3,0,9,0,999,999,0,1,0,0,9,1,9,0,9,0,0,Anti-Somoza--Keesings/Newswk
500,510,19781009,19781231,1,6,5,2,4,0,9,1,998,373,0,1,0,1,1,1,0,1,0,1,1,Incurs/Annex-NYT/ARB/ACR/A/H/S
510,500,19781009,19811231,1,3,5,4,4,0,9,1,373,998,1,0,9,9,1,1,9,1,0,1,1,Crush Amin-Jessup/NYT/A/H/S
2,110,19781121,19781126,1,1,1,1,1,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Jonestown--NYT
541,510,19781131,19791231,1,1,4,1,9,0,9,0,999,999,0,1,0,0,9,1,9,0,0,1,1,Oppose Amin--A/H
490,482,19790122,19790430,1,1,5,1,9,0,9,0,999,12,1,0,9,9,9,1,0,9,9,1,1,Student Rebel.--ACR
211,490,19790207,19790814,1,2,4,1,2,0,9,0,999,999,9,1,1,0,1,9,1,9,9,0,0,Shaba II-WashPost/Keesings
710,816,19790217,19790317,1,3,5,4,4,0,9,1,998,998,0,1,1,0,9,1,9,2,0,1,1,Brief War--NYT/Disp 82
678,680,19790224,19790331,1,3,5,2,3,0,9,1,999,999,9,1,9,1,9,1,0,9,9,1,1,Yem Invas-NYT/Jessp/Keesings
680,678,19790224,19790331,1,3,5,2,4,0,9,1,999,999,1,0,9,1,9,1,0,9,9,1,1,Yem Invas-NYT/Jessp/Ec/Kees
620,500,19790309,19790406,1,1,9,9,4,0,9,0,600,999,9,1,9,0,0,1,0,0,9,0,0,Oppose Tanz.--NYT/A/H
812,811,19790324,99999999,1,3,5,2,9,9,9,9,999,998,1,0,9,9,9,1,0,9,9,1,1,Khmer War-NYT/Keesings/FoF
620,510,19790330,19790405,1,3,0,0,4,0,9,9,0,1,0,1,0,9,0,1,0,0,9,0,1,Ug. War Bombing-NYT
475,483,19790331,19791231,1,0,3,1,2,0,9,0,999,999,0,1,9,0,0,9,1,0,0,1,1,Neutral Peacekeeping-Wiseman
438,450,19790414,19791231,1,1,3,1,2,0,9,0,0,999,1,0,0,0,9,9,9,9,1,1,1,Anti-Riot--ARB
620,483,19790531,19811130,2,4,5,3,9,0,9,9,999,999,1,0,9,9,1,1,0,1,1,1,1,Invasion-Pittman/USDS-GIST
645,630,19790606,19790607,1,6,0,0,4,0,9,9,999,50,9,1,0,1,1,1,0,1,9,1,1,Kurdish War--NYT/Keesings
2,93,19790614,19790615,1,0,0,0,1,0,9,0,0,0,9,0,0,0,9,9,1,0,1,0,0,Sandan. Revol.--NYT
2,94,19790708,19790710,1,0,0,0,1,9,9,0,0,0,0,0,0,0,9,9,1,0,9,0,1,Sandan. Revol--NYT
700,770,19790719,19790719,1,6,9,9,9,0,9,1,0,20,0,1,0,1,9,1,0,9,9,1,1,Fire on Refugees--Ltms/DTel
365,700,19790731,19791211,1,2,3,1,4,0,9,0,999,999,1,0,0,0,9,1,9,9,1,1,1,Afgh. War--Kaplan
600,411,19790831,19791231,1,1,4,1,2,0,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Patrol/Execute Ex-Pres--ARB
220,482,19790920,19810921,1,1,4,2,2,0,9,0,999,999,1,0,9,0,1,1,9,0,9,0,1,Oppose Libya in CAR-ARB/NYT
749,750,19791101,19791231,1,3,9,9,9,0,9,1,0,0,0,1,9,0,9,9,0,2,0,1,1,Border Dispute--Keesings/NYT
2,145,19791108,19791108,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,9,0,9,Post Coup Evac--NYT
365,700,19791211,19881231,3,2,5,4,4,0,9,9,998,998,1,0,0,0,9,1,9,9,9,1,1,Afgh. War--Hammond/NYT
560,200,19791212,19800228,2,2,3,2,9,0,9,0,999,999,1,0,1,9,9,1,9,9,9,1,1,Troops in Zim-Rhod.--ARB
571,560,19791231,19821231,1,3,0,0,0,0,9,1,999,999,1,0,9,0,1,1,9,9,9,1,1,Border Shooting-ARB/ACR/LTimes
816,800,19800129,19870630,1,6,5,2,9,0,9,1,100,240,0,1,0,1,9,1,0,2,0,0,1,Counter-Insurg-WSJ/FoF/NYT
670,678,19800228,19800531,1,3,5,1,4,0,9,9,999,6,9,1,0,0,1,1,0,9,9,1,1,Border & N-S Merger-NYT/Disp87
429,483,19800331,19801231,4,0,3,1,2,0,9,0,0,0,0,1,9,0,0,0,1,0,0,9,0,OAU Peacekeeping Fails-Wiseman
2,630,19800425,19800425,1,3,4,1,3,9,9,9,12,999,0,1,0,0,0,9,1,0,1,0,0,Hostage Crisis--NYT
2,31,19800513,19800513,1,5,0,0,4,9,9,0,0,0,0,9,0,0,9,1,0,9,9,2,9,Bahama Fish Zone--NYT/Jessup
40,31,19800513,19800513,1,9,0,0,3,0,9,0,0,0,0,9,0,0,1,9,0,1,0,2,2,Bahama Fish Zone--NYT/Jessup
800,812,19800615,19820630,1,3,9,9,0,5,1,1,1,3,9,1,0,9,9,9,0,2,0,1,1,Mekong Disp-Disp 87/Keesings
812,800,19800615,19820630,1,3,9,9,0,5,1,1,3,1,9,1,0,9,9,9,0,1,0,1,1,Mekong Disp-Disp 87/Keesings
811,800,19800623,19800624,1,6,5,1,9,9,9,1,75,22,0,1,0,1,9,1,0,2,0,1,1,Counter-Insurg.--Keesings
560,540,19800630,19880831,3,6,5,2,4,9,9,9,237,998,1,0,9,1,1,1,0,1,1,1,1,Anti-SWAPO-LTimes/NYT/ARB
200,935,19800730,19800818,2,2,3,1,2,2,9,0,0,0,1,0,9,0,9,9,9,9,1,0,0,Anti-Rebel.--FoF/Keesings
220,935,19800730,19800818,2,2,3,1,2,9,9,0,0,0,1,0,1,0,9,1,1,9,1,0,0,Anti-Rebell/Evac-FoF/Keesings
900,935,19800818,19801121,1,2,9,9,2,9,9,0,0,2,1,0,9,0,9,9,9,9,9,0,0,Support P.N.G. Forces-Kees.
910,935,19800818,19801121,3,2,4,1,2,9,9,0,0,2,1,0,9,0,9,1,9,9,9,0,0,Relieve UK/FR-FoF/NYT/Kees
630,645,19800904,19820713,1,3,9,9,4,9,9,1,999,999,9,1,9,9,9,1,0,1,1,1,1,Shell and Retal.--NYT/Jessup
645,630,19800922,19880820,1,3,5,4,4,5,2,1,998,998,9,1,9,9,1,1,0,1,9,1,1,GulfWar-D82/87/FAf/GIST/S-K/Gs
700,770,19800927,19800930,1,6,0,0,4,0,9,1,999,3,0,1,9,1,9,1,0,9,9,1,1,Afgh. Insurg.-Jessup/NYT
365,770,19800930,19820228,1,6,9,9,4,0,9,1,999,2,0,1,0,1,9,1,0,0,0,0,1,Afgh. War--NYT
433,420,19801031,19801106,1,5,4,1,2,0,9,0,0,0,1,0,0,9,9,1,0,9,9,1,1,Anti-Libyan--ACR/NYT
630,690,19801112,19880820,1,3,0,0,4,5,2,1,999,999,0,1,0,9,1,1,0,9,1,2,2,Gulf War-WSJ/CQ
91,93,19801231,19811114,1,3,9,9,9,9,9,1,999,1,1,0,9,0,9,1,0,9,0,1,1,Border/Contras--Kees./NYT
93,91,19801231,19810505,1,6,3,1,9,9,9,1,999,999,0,1,0,1,9,1,0,9,0,1,1,Contra War--Keesings
130,135,19810123,19810222,1,3,5,1,4,0,9,9,8,4,0,1,0,0,1,9,0,2,0,1,1,Border Dispute--NYT/Disputes82
560,541,19810130,19810131,1,6,5,1,9,0,9,0,1,13,0,1,0,1,9,9,0,0,0,1,1,Raid ANC--ARB/NYT/FAf/AR/ACR
560,571,19810131,19880630,1,6,5,1,4,0,9,9,999,19,0,1,0,1,9,1,9,9,9,1,1,ANC/Ang.-ARB/FAf/NYT
92,91,19810317,19820631,1,6,5,1,4,0,9,1,999,20,0,9,0,1,9,1,0,9,0,1,1,Insurgency--Disp82/NYT
850,800,19810329,19810331,1,6,5,1,2,9,9,0,0,0,0,1,0,1,0,9,1,0,9,2,2,Hijack Raid-Jessup/FAf/NYT
710,816,19810430,19810831,1,3,5,2,3,9,9,1,100,150,0,1,9,0,9,1,9,1,0,1,1,Border Clash--NYT/Disp 82
816,710,19810430,19810831,1,3,5,2,9,9,9,1,150,100,0,1,0,9,9,1,0,9,0,1,1,Border Clash--WSJ/NYT
749,750,19810515,19850531,1,3,9,9,9,4,1,0,0,0,0,1,9,0,9,9,0,2,0,1,1,Island Dispute--Disputes82
666,645,19810607,19810607,1,3,0,0,4,0,9,0,0,1,0,1,0,0,0,1,0,1,1,0,0,Destroy Reactor--FAf/NYT/Perl
680,698,19810630,19820731,1,3,5,1,9,9,9,0,999,999,1,0,9,9,9,1,0,9,9,1,1,Post-Dhofar-Bidwill/Disp87/MEJ
750,770,19810711,19810714,1,3,9,9,9,9,9,1,4,15,9,1,9,0,1,9,9,1,9,1,1,Kashmir Line--Jessup/NYT
770,750,19810711,19810714,1,3,9,9,9,9,9,1,15,4,9,1,9,0,1,9,9,2,9,1,1,Kashmir Line--Jessup/NYT
433,420,19810731,19881231,1,1,5,2,2,2,9,9,36,400,1,0,0,0,9,1,0,9,9,1,1,Restore Gov/Confed-NYT/ACR/ARB
2,420,19810808,19810809,1,0,0,0,1,0,9,0,0,0,0,1,0,0,9,0,1,0,1,0,0,Abortive Coup/Evac--NYT
600,435,19811019,19811231,1,6,0,0,4,0,9,0,999,999,9,1,0,1,1,1,0,1,1,1,1,Hot Pursuit--NYT
429,483,19811130,19820630,4,0,4,2,2,0,9,0,999,0,0,1,9,0,0,0,1,0,0,9,1,Peacekeep--Wiseman/Pittman
560,551,19811231,19820430,1,6,4,1,3,0,9,9,999,999,0,1,0,1,1,1,0,1,9,1,1,Anti-SWAPO--ACR
770,670,19811231,19881231,3,1,3,4,2,9,9,0,999,999,9,1,9,0,1,1,0,0,9,0,9,Protect Royal Family--NYT
160,155,19820219,19820219,1,9,0,0,9,4,1,9,0,0,0,1,0,0,1,1,0,2,0,1,2,Beagle Ch.--Disputes 82
200,501,19820228,99999999,1,1,4,1,2,9,9,0,999,999,9,1,0,0,1,1,0,0,9,0,0,Anti-Poaching--NYT
490,551,19820228,19820830,1,3,5,9,9,0,9,1,999,999,9,1,9,9,1,9,9,1,9,1,1,Zam-Zre Border-Disp87/ACR/ARB
653,651,19820310,19881231,4,0,3,2,2,9,9,0,999,999,0,1,0,0,0,9,1,0,9,9,0,US Led MNF in Sinai-Riggs-P
160,200,19820401,19820614,1,3,5,3,4,5,2,9,700,255,0,1,0,0,1,9,0,1,9,0,0,Falklands--Disputes 82
800,811,19820403,19820404,1,5,9,9,9,0,9,1,0,0,1,0,9,0,9,1,9,9,0,1,1,Cam.Insurg.--NYT
666,660,19820606,19850630,1,6,5,4,4,5,2,9,998,998,1,0,1,1,1,1,0,1,9,1,1,Leb Civ War-NYT/FAf/MEPD/FoF
2,660,19820624,19820624,1,0,0,0,0,1,2,9,999,999,9,1,9,0,9,0,1,0,1,0,0,Civil War Evac.--FAf
91,92,19820627,19831231,1,6,5,2,3,0,9,9,999,999,1,0,0,1,9,1,0,1,0,1,1,Insurgency--Disp82/NYT
530,520,19820702,19851231,1,3,4,1,4,0,9,1,999,999,1,0,9,9,9,1,0,1,9,1,1,Border Insurg.-NYT/Jessup/Ltms
630,645,19820713,19880820,1,3,5,4,4,5,2,1,998,998,9,1,9,9,1,1,0,1,9,1,1,Gulf-Disp82/87/FAf/Jesp/GIST
